sample_name,description
Super Mario Sunshine Fx (937),"dark,dry,effects,electric,plucked, Bass Guitar, One shot"
Super Mario Sunshine Fx (938),"cinematic,clean,dry,effects, Animals, One shot"
Super Mario Sunshine Fx (939),"bright,clean,dry,destructed,effects, Glitch, One shot"
Super Mario Sunshine Fx (94),"clean,dry,effects,speech, Shout, One shot"
Super Mario Sunshine Fx (940),"bright,clean,dry,destructed,effects, Glitch, One shot"
Super Mario Sunshine Fx (941),"electronic,dry,effects,percussive, Percussion, One shot"
Super Mario Sunshine Fx (942),"clean,dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (943),"clean,electronic,effects,up, Sweep, One shot"
Super Mario Sunshine Fx (944),"clean,dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (945),"clean,electronic,effects,sustain, Pad, One shot"
Super Mario Sunshine Fx (946),"bright,cinematic,clean,dry,effects,percussive, Foley, One shot"
Super Mario Sunshine Fx (947),"clean,dry,noise,effects, Machine, Loop"
Super Mario Sunshine Fx (948),"acoustic,clean,dry,effects, Gong, One shot"
Super Mario Sunshine Fx (949),"noise,effects, Machine, One shot"
Super Mario Sunshine Fx (95),"dry,effects, Child, One shot"
Super Mario Sunshine Fx (950),"dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (951),"bright,electronic,dry,effects, Hi-hat, One shot"
Super Mario Sunshine Fx (952),"clean,effects, FX, One shot"
Super Mario Sunshine Fx (953),"cinematic,clean,effects,percussive, Foley, One shot"
Super Mario Sunshine Fx (954),"bright,clean,destructed,effects, Glitch, One shot"
Super Mario Sunshine Fx (955),"bright,cinematic,clean,dry,effects,percussive, Foley, One shot"
Super Mario Sunshine Fx (956),"clean,electronic,dry,effects,up, Sweep, One shot"
Super Mario Sunshine Fx (957),"effects, Chopped, One shot"
Super Mario Sunshine Fx (958),"bright,cinematic,clean,dry,effects,percussive, Foley, One shot"
Super Mario Sunshine Fx (959),"impact,effects, Explosion, One shot"
Super Mario Sunshine Fx (96),"clean,dry,effects, Child, One shot"
Super Mario Sunshine Fx (960),"impact,effects, Explosion, One shot"
Super Mario Sunshine Fx (961),"electronic,punchy,dry,effects,plucked, Pluck, One shot"
Super Mario Sunshine Fx (962),"acoustic,bright,clean,dry,effects,percussive,rattle, Cabasa, One shot"
Super Mario Sunshine Fx (963),"bright,clean,electronic,dry,effects, Hi-hat, One shot"
Super Mario Sunshine Fx (964),"acoustic,clean,dry,effects,hit,percussive,rattle, Guiro, One shot"
Super Mario Sunshine Fx (965),"clean,dry,effects, FX, One shot"
Super Mario Sunshine Fx (966),"clean,noise,effects, Machine, One shot"
Super Mario Sunshine Fx (967),"dry,destructed,effects, Glitch, One shot"
Super Mario Sunshine Fx (968),"cinematic,clean,dry,effects, Animals, One shot"
Super Mario Sunshine Fx (969),"clean,electronic,dry,effects, Hi-hat, One shot"
Super Mario Sunshine Fx (97),"clean,wet,effects,speech, Spoken, One shot"
Super Mario Sunshine Fx (970),"acoustic,clean,effects,single reed,woodwind, Clarinet, One shot"
Super Mario Sunshine Fx (971),"bright,dry,destructed,effects, FX, One shot"
Super Mario Sunshine Fx (972),"acoustic,bright,clean,dry,effects,percussive,rattle, Cabasa, One shot"
Super Mario Sunshine Fx (973),"acoustic,bright,clean,dry,effects,percussive,rattle, Shaker, One shot"
Super Mario Sunshine Fx (974),"dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (975),"bright,cinematic,clean,dry,effects, Animals, One shot"
Super Mario Sunshine Fx (976),"bright,dry,destructed,effects, Glitch, One shot"
Super Mario Sunshine Fx (977),"bright,clean,dry,impact,effects, Explosion, One shot"
Super Mario Sunshine Fx (978),"clean,dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (979),"clean,destructed,effects, Glitch, One shot"
Super Mario Sunshine Fx (98),"effects,speech, Spoken, One shot"
Super Mario Sunshine Fx (980),"clean,noise,effects, Texture, Loop"
Super Mario Sunshine Fx (981),"dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (982),"clean,noise,effects, Machine, One shot"
Super Mario Sunshine Fx (983),"electronic,dry,down,effects, Sweep, One shot"
Super Mario Sunshine Fx (984),"clean,dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (985),"cinematic,effects, Animals, One shot"
Super Mario Sunshine Fx (986),"clean,electronic,monophonic,dry,effects,low, Synth Bass, One shot"
Super Mario Sunshine Fx (987),"bright,electronic,down,effects, Sweep, One shot"
Super Mario Sunshine Fx (988),"clean,dry,destructed,effects, Scratch, Loop"
Super Mario Sunshine Fx (989),"clean,electronic,dry,effects,up, Sweep, One shot"
Super Mario Sunshine Fx (99),"clean,effects,speech, Spoken, Loop"
Super Mario Sunshine Fx (990),"dry,noise,effects, Texture, One shot"
Super Mario Sunshine Fx (991),"impact,effects, Explosion, One shot"
Super Mario Sunshine Fx (992),"impact,effects, Explosion, One shot"
Super Mario Sunshine Fx (993),"acoustic,monophonic,dry,effects,woodwind, Flute, One shot"
Super Mario Sunshine Fx (994),"clean,dry,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (995),"bright,clean,electronic,dry,effects, Hi-hat, One shot"
Super Mario Sunshine Fx (996),"clean,destructed,effects, Scratch, One shot"
Super Mario Sunshine Fx (997),"bright,electronic,dry,effects, Hi-hat, One shot"
Super Mario Sunshine Fx (998),"acoustic,bright,dry,effects,percussive,rattle, Shaker, One shot"
Super Mario Sunshine Fx (999),"clean,dry,impact,effects, Explosion, One shot"
Super Mario Sunshine Mario Voice Fx (1),"clean, Child, One shot"
Super Mario Sunshine Mario Voice Fx (10),"cinematic,clean,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (100),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (101),"dry,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (102),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (103),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (104),"dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (105),"clean, Child, One shot"
Super Mario Sunshine Mario Voice Fx (106),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (107),"cinematic,clean,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (108),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (109),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (11),"dry,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (110),"dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (111),"clean,speech, Spoken, Loop"
Super Mario Sunshine Mario Voice Fx (112),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (113),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (114),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (115),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (116),"clean,dry,speech, Spoken, Loop"
Super Mario Sunshine Mario Voice Fx (117),"dry,speech, Spoken, Loop"
Super Mario Sunshine Mario Voice Fx (118),"Child, One shot"
Super Mario Sunshine Mario Voice Fx (119),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (12),"clean, Child, One shot"
Super Mario Sunshine Mario Voice Fx (120),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (121),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (122),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (123),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (124),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (125),"clean,dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (126),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (127),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (128),"clean,speech, Spoken, Loop"
Super Mario Sunshine Mario Voice Fx (129),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (13),"cinematic,clean, Animals, Loop"
Super Mario Sunshine Mario Voice Fx (130),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (131),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (132),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (133),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (134),"clean,wet,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (135),"cinematic,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (136),"dry,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (137),"clean,dry,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (138),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (139),"clean,wet,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (14),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (140),"clean, Child, One shot"
Super Mario Sunshine Mario Voice Fx (141),"dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (142),"dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (143),"cinematic,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (144),"cinematic,clean,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (145),"cinematic,clean,dry, Animals, Loop"
Super Mario Sunshine Mario Voice Fx (146),"clean,down,up, Siren, One shot"
Super Mario Sunshine Mario Voice Fx (147),"dry,speech, Vocal, Loop"
Super Mario Sunshine Mario Voice Fx (148),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (149),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (15),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (150),"clean,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (151),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (152),"clean,dry,sung, Vocal, Loop"
Super Mario Sunshine Mario Voice Fx (153),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (16),"cinematic,clean,dry, Animals, Loop"
Super Mario Sunshine Mario Voice Fx (17),"clean,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (18),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (19),"Child, One shot"
Super Mario Sunshine Mario Voice Fx (2),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (20),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (21),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (22),"clean,destructed, Scratch, One shot"
Super Mario Sunshine Mario Voice Fx (23),"cinematic,clean,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (24),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (25),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (26),"cinematic,clean, Animals, Loop"
Super Mario Sunshine Mario Voice Fx (27),"clean,wet,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (28),"dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (29),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (3),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (30),"cinematic,clean, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (31),"Child, One shot"
Super Mario Sunshine Mario Voice Fx (32),"dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (33),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (34),"dry,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (35),"cinematic,dry, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (36),"dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (37),"dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (38),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (39),"Child, One shot"
Super Mario Sunshine Mario Voice Fx (4),"clean,dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (40),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (41),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (42),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (43),"dry,speech, Spoken, Loop"
Super Mario Sunshine Mario Voice Fx (44),"clean,wet,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (45),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (46),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (47),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (48),"clean,dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (49),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (5),"Child, One shot"
Super Mario Sunshine Mario Voice Fx (50),"clean, Child, One shot"
Super Mario Sunshine Mario Voice Fx (51),"dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (52),"dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (53),"dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (54),"speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (55),"clean,dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (56),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (57),"wet, Child, One shot"
Super Mario Sunshine Mario Voice Fx (58),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (59),"clean, Child, One shot"
Super Mario Sunshine Mario Voice Fx (6),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (60),"dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (61),"clean,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (62),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (63),"cinematic,clean,dry, Animals, Loop"
Super Mario Sunshine Mario Voice Fx (64),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (65),"clean, Child, Loop"
Super Mario Sunshine Mario Voice Fx (66),"clean,dry,sung, Vocal, Loop"
Super Mario Sunshine Mario Voice Fx (67),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (68),"dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (69),"dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (7),"clean,dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (70),"clean,dry,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (71),"clean,dry,speech, Shout, One shot"
Super Mario Sunshine Mario Voice Fx (72),"dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (73),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (74),"clean,wet,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (75),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (76),"clean,speech, Spoken, Loop"
Super Mario Sunshine Mario Voice Fx (77),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (78),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (79),"speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (8),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (80),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (81),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (82),"clean,dry, FX, One shot"
Super Mario Sunshine Mario Voice Fx (83),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (84),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (85),"clean,dry, Child, One shot"
Super Mario Sunshine Mario Voice Fx (86),"clean,dry,sung, Female, Loop"
Super Mario Sunshine Mario Voice Fx (87),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (88),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (89),"wet,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (9),", One shot"
Super Mario Sunshine Mario Voice Fx (90),"clean,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (91),"cinematic,clean,wet, Animals, One shot"
Super Mario Sunshine Mario Voice Fx (92),"clean,dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (93),"dry,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (94),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (95),"clean,speech, Spoken, One shot"
Super Mario Sunshine Mario Voice Fx (96),"wet,speech, Vocal, One shot"
Super Mario Sunshine Mario Voice Fx (97),"noise, Machine, One shot"
Super Mario Sunshine Mario Voice Fx (98),"acoustic,clean,dry, Whistle, One shot"
Super Mario Sunshine Mario Voice Fx (99),"clean,dry, Child, One shot"
808 (1),"dark,electronic,monophonic,low, Sub, One shot"
808 (10),"dark,electronic,monophonic,low, Sub, One shot"
808 (11),"dark,electronic,monophonic,low, Sub, One shot"
808 (12) TM88,"dark,electronic,monophonic,dry,saturated,low, Sub, One shot"
808 (13) Brent Rambo,"dark,electronic,monophonic,dry,low, Sub, One shot"
808 (14) SmokePurpp,"dark,electronic,monophonic,low, Sub, One shot"
808 (15) IcyTwat,"dark,electronic,monophonic,low, Sub, One shot"
808 (16) Bobby Kritical,"dark,electronic,monophonic,dry,low, Sub, One shot"
808 (17) Polo Boy Sub,"dark,electronic,monophonic,saturated,low, Sub, One shot"
808 (19) Sacii,"dark,electronic,monophonic,dry,low, Sub, One shot"
808 (2) Spinz,"dark,electronic,monophonic,dry,low, Sub, One shot"
808 (20) Cassius x Zay,"dark,electronic,monophonic,low, Sub, One shot"
808 (21),"dark,electronic,monophonic,low, Sub, One shot"
808 (22) Future,"dark,electronic,monophonic,low, Sub, One shot"
808 (23) Beast Mode,"dark,electronic,monophonic,dry,low, Sub, One shot"
